Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
7629828D3C,7,Variant 87,87,10.10.2018 00:00:00,28.02.2023 00:00:00,"4 years, 142 days",138416400000
7629834233,7,Variant 87,87,10.10.2018 00:00:00,28.02.2023 00:00:00,"4 years, 142 days",138416400000
76298417F8,7,Variant 87,87,10.10.2018 00:00:00,28.02.2023 00:00:00,"4 years, 142 days",138416400000
7629847CEA,7,Variant 87,87,10.10.2018 00:00:00,28.02.2023 00:00:00,"4 years, 142 days",138416400000
76298531E1,7,Variant 87,87,10.10.2018 00:00:00,28.02.2023 00:00:00,"4 years, 142 days",138416400000
6900871AE4,6,Variant 19,19,14.12.2016 00:00:00,04.05.2021 00:00:00,"4 years, 141 days",138409200000
73578387FE,7,Variant 24,24,30.01.2018 00:00:00,20.06.2022 00:00:00,"4 years, 141 days",138409200000
6802478E6A,20,"Variant 1,876",1876,21.09.2016 00:00:00,08.02.2021 00:00:00,"4 years, 141 days",138330000000
6808090598,7,"Variant 1,159",1159,29.07.2016 00:00:00,15.12.2020 00:00:00,"4 years, 140 days",138243600000
71543948B1,7,Variant 5,5,06.10.2017 00:00:00,22.02.2022 00:00:00,"4 years, 140 days",138243600000
73140110D1,7,Variant 24,24,12.11.2017 00:00:00,31.03.2022 00:00:00,"4 years, 139 days",138236400000
66499418E8,13,"Variant 1,508",1508,16.04.2016 00:00:00,31.08.2020 00:00:00,"4 years, 138 days",138067200000
7253280BFF,8,Variant 36,36,07.11.2017 00:00:00,24.03.2022 00:00:00,"4 years, 138 days",138067200000
6660511B8B,12,"Variant 1,533",1533,14.04.2016 00:00:00,27.08.2020 00:00:00,"4 years, 136 days",137894400000
6662839CAB,5,Variant 1,1,15.04.2016 00:00:00,28.08.2020 00:00:00,"4 years, 136 days",137894400000
72666250A7,14,"Variant 3,199",3199,11.12.2017 00:00:00,21.04.2022 00:00:00,"4 years, 131 days",137545200000
7995099469,5,Variant 1,1,09.08.2019 00:00:00,17.12.2023 00:00:00,"4 years, 131 days",137466000000
7922633B91,12,"Variant 5,316",5316,23.08.2016 00:00:00,29.12.2020 00:00:00,"4 years, 129 days",137293200000
75274242CB,7,Variant 2,2,17.06.2016 00:00:00,23.10.2020 00:00:00,"4 years, 129 days",137289600000
683988647C,7,Variant 959,959,07.11.2016 00:00:00,10.03.2021 00:00:00,"4 years, 124 days",136857600000
703408890A,13,Variant 955,955,31.03.2017 00:00:00,31.07.2021 00:00:00,"4 years, 123 days",136771200000
750473928A,15,"Variant 4,020",4020,25.05.2018 00:00:00,24.09.2022 00:00:00,"4 years, 123 days",136771200000
718136490A,13,"Variant 2,912",2912,28.08.2017 00:00:00,27.12.2021 00:00:00,"4 years, 122 days",136688400000
7316233A75,7,Variant 10,10,19.12.2017 00:00:00,19.04.2022 00:00:00,"4 years, 121 days",136681200000
7236421385,7,Variant 46,46,09.01.2018 00:00:00,09.05.2022 00:00:00,"4 years, 120 days",136594800000
6815260278,21,"Variant 1,905",1905,04.10.2016 00:00:00,31.01.2021 00:00:00,"4 years, 120 days",136515600000
676772140B,11,"Variant 1,764",1764,03.08.2016 00:00:00,26.11.2020 00:00:00,"4 years, 116 days",136170000000
7451271758,12,"Variant 3,879",3879,07.06.2018 00:00:00,30.09.2022 00:00:00,"4 years, 116 days",136166400000
7633657509,19,"Variant 4,436",4436,15.10.2018 00:00:00,06.02.2023 00:00:00,"4 years, 115 days",136083600000
66655623C5,5,Variant 1,1,15.04.2016 00:00:00,06.08.2020 00:00:00,"4 years, 114 days",135993600000
746462643E,8,Variant 379,379,10.05.2018 00:00:00,31.08.2022 00:00:00,"4 years, 114 days",135993600000
6635205860,9,Variant 600,600,29.03.2016 00:00:00,16.07.2020 00:00:00,"4 years, 110 days",135648000000
6645857EAD,5,Variant 1,1,13.04.2016 00:00:00,31.07.2020 00:00:00,"4 years, 110 days",135648000000
6780523895,7,Variant 2,2,10.02.2017 00:00:00,28.05.2021 00:00:00,"4 years, 107 days",135471600000
6802125B1D,15,"Variant 1,875",1875,16.09.2016 00:00:00,31.12.2020 00:00:00,"4 years, 107 days",135392400000
6902321779,6,Variant 23,23,09.12.2016 00:00:00,25.03.2021 00:00:00,"4 years, 107 days",135388800000
7507256F9E,5,Variant 1,1,10.07.2018 00:00:00,24.10.2022 00:00:00,"4 years, 107 days",135388800000
7318758E26,10,Variant 351,351,15.12.2017 00:00:00,31.03.2022 00:00:00,"4 years, 106 days",135385200000
680175274F,15,"Variant 1,151",1151,17.09.2016 00:00:00,31.12.2020 00:00:00,"4 years, 106 days",135306000000
7687765060,7,Variant 2,2,25.07.2016 00:00:00,05.11.2020 00:00:00,"4 years, 104 days",135133200000
668483003B,12,"Variant 1,576",1576,27.05.2016 00:00:00,07.09.2020 00:00:00,"4 years, 104 days",135129600000
7715626000,5,Variant 1,1,15.10.2018 00:00:00,25.01.2023 00:00:00,"4 years, 103 days",135046800000
68134848DC,5,Variant 1,1,21.09.2016 00:00:00,31.12.2020 00:00:00,"4 years, 102 days",134960400000
6906568835,6,Variant 23,23,14.12.2016 00:00:00,25.03.2021 00:00:00,"4 years, 102 days",134956800000
705331647E,5,Variant 1,1,20.04.2017 00:00:00,30.07.2021 00:00:00,"4 years, 102 days",134956800000
657812152C,5,Variant 1,1,04.02.2016 00:00:00,15.05.2020 00:00:00,"4 years, 101 days",134953200000
7516016C9A,16,"Variant 4,043",4043,12.06.2018 00:00:00,20.09.2022 00:00:00,"4 years, 101 days",134870400000
7670819018,28,"Variant 4,574",4574,23.09.2016 00:00:00,31.12.2020 00:00:00,"4 years, 100 days",134787600000
70831922F3,5,Variant 1,1,01.06.2017 00:00:00,07.09.2021 00:00:00,"4 years, 99 days",134697600000
7497468252,5,Variant 1,1,25.05.2018 00:00:00,31.08.2022 00:00:00,"4 years, 99 days",134697600000
75049543F6,5,Variant 1,1,25.05.2018 00:00:00,31.08.2022 00:00:00,"4 years, 99 days",134697600000
74646865C1,5,Variant 1,1,04.06.2018 00:00:00,08.09.2022 00:00:00,"4 years, 97 days",134524800000
656514510B,11,"Variant 1,297",1297,26.02.2016 00:00:00,01.06.2020 00:00:00,"4 years, 96 days",134521200000
6598781E55,18,"Variant 1,350",1350,24.02.2017 00:00:00,31.05.2021 00:00:00,"4 years, 96 days",134521200000
6768548E7E,9,Variant 29,29,09.09.2016 00:00:00,11.12.2020 00:00:00,"4 years, 94 days",134269200000
6921925934,5,Variant 3,3,22.12.2016 00:00:00,25.03.2021 00:00:00,"4 years, 94 days",134265600000
69140159AA,14,"Variant 1,005",1005,01.01.2017 00:00:00,04.04.2021 00:00:00,"4 years, 93 days",134262000000
6808044F9F,7,Variant 87,87,30.09.2016 00:00:00,31.12.2020 00:00:00,"4 years, 93 days",134182800000
66568416F8,5,Variant 3,3,14.04.2016 00:00:00,15.07.2020 00:00:00,"4 years, 93 days",134179200000
67019407D7,23,"Variant 1,609",1609,15.06.2016 00:00:00,14.09.2020 00:00:00,"4 years, 92 days",134092800000
6962092411,26,"Variant 2,320",2320,31.01.2017 00:00:00,30.04.2021 00:00:00,"4 years, 89 days",133916400000
6899979ACA,21,"Variant 2,155",2155,28.12.2016 00:00:00,26.03.2021 00:00:00,"4 years, 89 days",133833600000
6932036113,5,Variant 3,3,28.12.2016 00:00:00,25.03.2021 00:00:00,"4 years, 88 days",133747200000
6897723516,13,"Variant 2,142",2142,30.01.2017 00:00:00,27.04.2021 00:00:00,"4 years, 87 days",133743600000
7613628495,8,Variant 925,925,10.07.2018 00:00:00,04.10.2022 00:00:00,"4 years, 87 days",133660800000
7539246E9A,30,"Variant 4,092",4092,12.09.2018 00:00:00,06.12.2022 00:00:00,"4 years, 86 days",133578000000
61277299EE,11,"Variant 1,177",1177,27.10.2016 00:00:00,18.01.2021 00:00:00,"4 years, 84 days",133405200000
6424184C55,14,"Variant 1,192",1192,30.12.2016 00:00:00,23.03.2021 00:00:00,"4 years, 84 days",133401600000
74654479BF,5,Variant 1,1,09.05.2018 00:00:00,31.07.2022 00:00:00,"4 years, 84 days",133401600000
789779067B,7,Variant 2,2,14.06.2016 00:00:00,05.09.2020 00:00:00,"4 years, 84 days",133401600000
7039544F77,5,Variant 3,3,13.03.2017 00:00:00,04.06.2021 00:00:00,"4 years, 83 days",133398000000
7640703B92,5,Variant 1,1,12.10.2018 00:00:00,31.12.2022 00:00:00,"4 years, 81 days",133146000000
66989081C3,14,"Variant 1,599",1599,19.05.2016 00:00:00,07.08.2020 00:00:00,"4 years, 81 days",133142400000
67090936AF,10,"Variant 1,622",1622,07.06.2016 00:00:00,24.08.2020 00:00:00,"4 years, 79 days",132969600000
74895078B0,5,Variant 1,1,14.05.2018 00:00:00,31.07.2022 00:00:00,"4 years, 79 days",132969600000
6601148FA4,5,Variant 3,3,25.02.2016 00:00:00,13.05.2020 00:00:00,"4 years, 78 days",132966000000
6882566921,7,Variant 24,24,12.01.2017 00:00:00,31.03.2021 00:00:00,"4 years, 78 days",132966000000
759347911B,6,Variant 6,6,16.10.2018 00:00:00,31.12.2022 00:00:00,"4 years, 77 days",132800400000
7547886890,5,Variant 1,1,25.06.2018 00:00:00,09.09.2022 00:00:00,"4 years, 77 days",132796800000
8601558635,5,Variant 1,1,14.12.2020 00:00:00,28.02.2025 00:00:00,"4 years, 77 days",132796800000
70446060C7,5,Variant 3,3,20.03.2017 00:00:00,04.06.2021 00:00:00,"4 years, 76 days",132793200000
8063212509,8,Variant 32,32,17.10.2019 00:00:00,31.12.2023 00:00:00,"4 years, 76 days",132714000000
7353087758,7,Variant 37,37,14.02.2018 00:00:00,30.04.2022 00:00:00,"4 years, 75 days",132706800000
73530909D1,7,Variant 37,37,14.02.2018 00:00:00,30.04.2022 00:00:00,"4 years, 75 days",132706800000
6424595F7F,5,Variant 1,1,18.04.2016 00:00:00,30.06.2020 00:00:00,"4 years, 74 days",132537600000
6882413ADE,5,Variant 1,1,28.11.2016 00:00:00,08.02.2021 00:00:00,"4 years, 73 days",132451200000
70461803AE,21,"Variant 2,495",2495,06.05.2017 00:00:00,17.07.2021 00:00:00,"4 years, 73 days",132451200000
6818430A6D,17,"Variant 1,915",1915,30.09.2016 00:00:00,10.12.2020 00:00:00,"4 years, 72 days",132368400000
7167699C52,5,Variant 1,1,02.08.2017 00:00:00,12.10.2021 00:00:00,"4 years, 72 days",132364800000
7482186F33,7,Variant 10,10,13.07.2018 00:00:00,21.09.2022 00:00:00,"4 years, 71 days",132278400000
6774802777,11,"Variant 1,787",1787,05.08.2016 00:00:00,13.10.2020 00:00:00,"4 years, 70 days",132192000000
68425391D0,5,Variant 1,1,26.10.2016 00:00:00,31.12.2020 00:00:00,"4 years, 67 days",131936400000
750293302F,5,Variant 3,3,24.05.2018 00:00:00,29.07.2022 00:00:00,"4 years, 67 days",131932800000
6796475498,5,Variant 1,1,28.10.2016 00:00:00,31.12.2020 00:00:00,"4 years, 65 days",131763600000
69143752C1,20,"Variant 2,198",2198,21.12.2016 00:00:00,23.02.2021 00:00:00,"4 years, 65 days",131760000000
7039402A4A,5,Variant 3,3,07.04.2017 00:00:00,10.06.2021 00:00:00,"4 years, 65 days",131760000000
705157254C,23,"Variant 2,517",2517,29.06.2017 00:00:00,01.09.2021 00:00:00,"4 years, 65 days",131760000000
70621763FF,12,"Variant 2,544",2544,26.04.2017 00:00:00,29.06.2021 00:00:00,"4 years, 65 days",131760000000
7233508F9F,6,Variant 44,44,25.10.2017 00:00:00,27.12.2021 00:00:00,"4 years, 64 days",131677200000
7315228D1A,19,"Variant 3,408",3408,15.12.2017 00:00:00,16.02.2022 00:00:00,"4 years, 64 days",131673600000
69255665DB,13,"Variant 2,231",2231,29.12.2016 00:00:00,01.03.2021 00:00:00,"4 years, 63 days",131587200000
670265343B,14,"Variant 1,612",1612,27.05.2016 00:00:00,27.07.2020 00:00:00,"4 years, 62 days",131500800000
7688691C85,15,"Variant 4,623",4623,31.10.2018 00:00:00,31.12.2022 00:00:00,"4 years, 62 days",131500800000
768871612A,16,"Variant 4,624",4624,31.10.2018 00:00:00,31.12.2022 00:00:00,"4 years, 62 days",131500800000
7311334FAB,5,Variant 1,1,11.12.2017 00:00:00,09.02.2022 00:00:00,"4 years, 61 days",131414400000
8034565CC6,7,Variant 24,24,27.09.2018 00:00:00,25.11.2022 00:00:00,"4 years, 60 days",131331600000
7129746486,13,"Variant 2,763",2763,10.07.2017 00:00:00,07.09.2021 00:00:00,"4 years, 60 days",131328000000
68269143A7,5,Variant 1,1,07.10.2016 00:00:00,04.12.2020 00:00:00,"4 years, 59 days",131245200000
7589632A73,5,Variant 1,1,04.07.2018 00:00:00,31.08.2022 00:00:00,"4 years, 59 days",131241600000
7720632314,15,"Variant 4,762",4762,11.12.2018 00:00:00,07.02.2023 00:00:00,"4 years, 59 days",131241600000
7580868A2B,7,Variant 41,41,05.07.2018 00:00:00,31.08.2022 00:00:00,"4 years, 58 days",131155200000
755112162C,26,"Variant 4,145",4145,18.07.2018 00:00:00,12.09.2022 00:00:00,"4 years, 57 days",131068800000
6642326CCE,13,"Variant 1,482",1482,01.02.2017 00:00:00,29.03.2021 00:00:00,"4 years, 56 days",131065200000
7610069B98,11,Variant 469,469,17.09.2018 00:00:00,11.11.2022 00:00:00,"4 years, 56 days",130986000000
5682986467,5,Variant 1,1,22.12.2016 00:00:00,14.02.2021 00:00:00,"4 years, 55 days",130896000000
7246013F13,5,Variant 3,3,04.04.2017 00:00:00,27.05.2021 00:00:00,"4 years, 54 days",130809600000
7270568683,5,Variant 1,1,08.11.2017 00:00:00,31.12.2021 00:00:00,"4 years, 54 days",130809600000
727059901A,5,Variant 1,1,08.11.2017 00:00:00,31.12.2021 00:00:00,"4 years, 54 days",130809600000
7270637F71,5,Variant 1,1,08.11.2017 00:00:00,31.12.2021 00:00:00,"4 years, 54 days",130809600000
75985845E1,5,Variant 1,1,09.08.2018 00:00:00,30.09.2022 00:00:00,"4 years, 53 days",130723200000
6782997233,11,Variant 292,292,10.10.2016 00:00:00,30.11.2020 00:00:00,"4 years, 52 days",130640400000
7167143182,16,"Variant 2,863",2863,11.08.2017 00:00:00,30.09.2021 00:00:00,"4 years, 51 days",130550400000
7052223E82,5,Variant 3,3,19.04.2017 00:00:00,07.06.2021 00:00:00,"4 years, 50 days",130464000000
667492418A,5,Variant 1,1,28.04.2016 00:00:00,15.06.2020 00:00:00,"4 years, 49 days",130377600000
704886181B,43,"Variant 2,502",2502,13.04.2017 00:00:00,31.05.2021 00:00:00,"4 years, 49 days",130377600000
6895911DC4,14,"Variant 2,138",2138,16.12.2016 00:00:00,01.02.2021 00:00:00,"4 years, 48 days",130291200000
6966377429,5,Variant 3,3,06.02.2017 00:00:00,24.03.2021 00:00:00,"4 years, 47 days",130204800000
70622343DC,5,Variant 3,3,02.05.2017 00:00:00,16.06.2021 00:00:00,"4 years, 46 days",130118400000
64875618B1,5,Variant 1,1,15.02.2016 00:00:00,31.03.2020 00:00:00,"4 years, 45 days",130114800000
683750037F,10,"Variant 1,974",1974,21.10.2016 00:00:00,04.12.2020 00:00:00,"4 years, 45 days",130035600000
664847926F,20,"Variant 1,502",1502,13.04.2016 00:00:00,26.05.2020 00:00:00,"4 years, 44 days",129945600000
697271419F,8,Variant 54,54,10.02.2017 00:00:00,25.03.2021 00:00:00,"4 years, 44 days",129945600000
75764826BB,16,"Variant 4,239",4239,19.07.2018 00:00:00,31.08.2022 00:00:00,"4 years, 44 days",129945600000
68258272A2,14,"Variant 1,938",1938,21.04.2017 00:00:00,01.06.2021 00:00:00,"4 years, 42 days",129772800000
69438706CB,5,Variant 1,1,16.01.2017 00:00:00,25.02.2021 00:00:00,"4 years, 41 days",129686400000
6951423FB7,6,Variant 6,6,20.01.2017 00:00:00,28.02.2021 00:00:00,"4 years, 40 days",129600000000
7940530CA3,7,Variant 2,2,22.12.2016 00:00:00,29.01.2021 00:00:00,"4 years, 39 days",129513600000
68219936B6,5,Variant 1,1,26.09.2016 00:00:00,02.11.2020 00:00:00,"4 years, 38 days",129430800000
75534865D5,16,"Variant 4,152",4152,17.08.2018 00:00:00,23.09.2022 00:00:00,"4 years, 38 days",129427200000
7219409CC3,15,"Variant 3,042",3042,13.10.2017 00:00:00,18.11.2021 00:00:00,"4 years, 37 days",129344400000
7606403A51,25,"Variant 4,347",4347,17.10.2018 00:00:00,21.11.2022 00:00:00,"4 years, 36 days",129258000000
72768842A5,5,Variant 1,1,27.11.2017 00:00:00,31.12.2021 00:00:00,"4 years, 35 days",129168000000
77136777A0,5,Variant 1,1,27.11.2018 00:00:00,31.12.2022 00:00:00,"4 years, 35 days",129168000000
7062712E4E,5,Variant 3,3,02.05.2017 00:00:00,04.06.2021 00:00:00,"4 years, 34 days",129081600000
7547598AE5,17,"Variant 4,135",4135,17.08.2018 00:00:00,19.09.2022 00:00:00,"4 years, 34 days",129081600000
765252141A,5,Variant 1,1,22.10.2018 00:00:00,22.11.2022 00:00:00,"4 years, 32 days",128912400000
69184651EE,11,"Variant 2,208",2208,28.12.2016 00:00:00,27.01.2021 00:00:00,"4 years, 31 days",128822400000
7147495B74,13,"Variant 2,793",2793,04.08.2017 00:00:00,03.09.2021 00:00:00,"4 years, 31 days",128822400000
76744325A1,12,Variant 258,258,14.01.2019 00:00:00,13.02.2023 00:00:00,"4 years, 31 days",128822400000
7662596E3E,6,"Variant 1,168",1168,02.10.2018 00:00:00,31.10.2022 00:00:00,"4 years, 30 days",128739600000
717848620C,6,Variant 6,6,01.09.2017 00:00:00,30.09.2021 00:00:00,"4 years, 30 days",128736000000
70394512BC,5,Variant 3,3,11.05.2017 00:00:00,07.06.2021 00:00:00,"4 years, 28 days",128563200000
700797296F,7,Variant 5,5,16.12.2016 00:00:00,11.01.2021 00:00:00,"4 years, 27 days",128476800000
6595680F4E,6,Variant 6,6,05.04.2016 00:00:00,30.04.2020 00:00:00,"4 years, 26 days",128390400000
6801725109,21,"Variant 1,873",1873,27.09.2016 00:00:00,22.10.2020 00:00:00,"4 years, 26 days",128390400000
68120433B7,5,Variant 1,1,07.10.2016 00:00:00,31.10.2020 00:00:00,"4 years, 25 days",128307600000
7056489EEC,9,"Variant 2,532",2532,07.07.2017 00:00:00,31.07.2021 00:00:00,"4 years, 25 days",128304000000
70394219F8,5,Variant 3,3,18.05.2017 00:00:00,10.06.2021 00:00:00,"4 years, 24 days",128217600000
7076891333,5,Variant 3,3,15.05.2017 00:00:00,07.06.2021 00:00:00,"4 years, 24 days",128217600000
7472821EF5,11,"Variant 3,939",3939,16.05.2018 00:00:00,08.06.2022 00:00:00,"4 years, 24 days",128217600000
6927708D7B,41,"Variant 2,245",2245,07.03.2017 00:00:00,29.03.2021 00:00:00,"4 years, 22 days",128127600000
67024371FC,6,Variant 6,6,09.06.2016 00:00:00,30.06.2020 00:00:00,"4 years, 22 days",128044800000
670245727D,6,Variant 6,6,09.06.2016 00:00:00,30.06.2020 00:00:00,"4 years, 22 days",128044800000
67024669E8,6,Variant 6,6,09.06.2016 00:00:00,30.06.2020 00:00:00,"4 years, 22 days",128044800000
67024794A4,6,Variant 6,6,09.06.2016 00:00:00,30.06.2020 00:00:00,"4 years, 22 days",128044800000
6702490DB5,6,Variant 6,6,09.06.2016 00:00:00,30.06.2020 00:00:00,"4 years, 22 days",128044800000
6702503871,6,Variant 6,6,09.06.2016 00:00:00,30.06.2020 00:00:00,"4 years, 22 days",128044800000
743203554C,33,"Variant 3,795",3795,10.04.2018 00:00:00,30.04.2022 00:00:00,"4 years, 21 days",127958400000
8002151FE4,31,"Variant 5,532",5532,24.05.2018 00:00:00,13.06.2022 00:00:00,"4 years, 21 days",127958400000
6872316E8E,6,Variant 6,6,12.01.2017 00:00:00,31.01.2021 00:00:00,"4 years, 20 days",127872000000
7078939D40,5,Variant 3,3,16.05.2017 00:00:00,04.06.2021 00:00:00,"4 years, 20 days",127872000000
6919484AD3,10,"Variant 2,210",2210,09.01.2017 00:00:00,27.01.2021 00:00:00,"4 years, 19 days",127785600000
6672099645,21,"Variant 1,560",1560,17.02.2016 00:00:00,05.03.2020 00:00:00,"4 years, 18 days",127699200000
7090658416,24,"Variant 2,634",2634,03.05.2017 00:00:00,20.05.2021 00:00:00,"4 years, 18 days",127699200000
7610387207,18,"Variant 4,361",4361,30.08.2018 00:00:00,16.09.2022 00:00:00,"4 years, 18 days",127699200000
7705038E7D,7,Variant 309,309,26.11.2018 00:00:00,13.12.2022 00:00:00,"4 years, 18 days",127699200000
7610787C1B,10,"Variant 4,362",4362,09.11.2018 00:00:00,25.11.2022 00:00:00,"4 years, 17 days",127612800000
7635357FE8,5,Variant 1,1,27.09.2018 00:00:00,12.10.2022 00:00:00,"4 years, 16 days",127526400000
7635375EC3,5,Variant 1,1,27.09.2018 00:00:00,12.10.2022 00:00:00,"4 years, 16 days",127526400000
7702612C7E,5,Variant 1,1,27.11.2018 00:00:00,12.12.2022 00:00:00,"4 years, 16 days",127526400000
76918646F8,5,Variant 1,1,20.12.2018 00:00:00,31.12.2022 00:00:00,"4 years, 12 days",127180800000
7696736B77,15,"Variant 4,655",4655,30.11.2018 00:00:00,11.12.2022 00:00:00,"4 years, 12 days",127180800000
6906206D78,15,"Variant 1,151",1151,21.12.2016 00:00:00,31.12.2020 00:00:00,"4 years, 11 days",127094400000
7717694A8E,17,"Variant 4,748",4748,05.12.2018 00:00:00,15.12.2022 00:00:00,"4 years, 11 days",127094400000
7802152B80,16,"Variant 5,021",5021,29.05.2018 00:00:00,08.06.2022 00:00:00,"4 years, 11 days",127094400000
6512284AC1,26,"Variant 1,224",1224,15.09.2017 00:00:00,24.09.2021 00:00:00,"4 years, 10 days",127008000000
7077081FFA,5,Variant 3,3,01.06.2017 00:00:00,10.06.2021 00:00:00,"4 years, 10 days",127008000000
6838950014,17,"Variant 1,976",1976,02.02.2017 00:00:00,08.02.2021 00:00:00,"4 years, 7 days",126748800000
6860852A2B,16,"Variant 2,041",2041,14.11.2016 00:00:00,20.11.2020 00:00:00,"4 years, 7 days",126748800000
7094431DA7,5,Variant 3,3,29.05.2017 00:00:00,04.06.2021 00:00:00,"4 years, 7 days",126748800000
7240099EB0,9,Variant 962,962,26.10.2017 00:00:00,31.10.2021 00:00:00,"4 years, 6 days",126662400000
70512213A5,18,"Variant 2,510",2510,19.04.2017 00:00:00,23.04.2021 00:00:00,"4 years, 5 days",126576000000
7689917043,6,Variant 6,6,27.12.2018 00:00:00,31.12.2022 00:00:00,"4 years, 5 days",126576000000
7168201A96,13,Variant 989,989,01.08.2017 00:00:00,04.08.2021 00:00:00,"4 years, 4 days",126489600000
69270828E5,21,"Variant 2,241",2241,28.12.2016 00:00:00,30.12.2020 00:00:00,"4 years, 3 days",126403200000
694255599E,12,Variant 956,956,29.12.2016 00:00:00,31.12.2020 00:00:00,"4 years, 3 days",126403200000
7077017B2B,5,Variant 3,3,01.06.2017 00:00:00,03.06.2021 00:00:00,"4 years, 3 days",126403200000
7547642F33,5,Variant 1,1,28.06.2018 00:00:00,30.06.2022 00:00:00,"4 years, 3 days",126403200000
785736136B,9,Variant 317,317,12.04.2017 00:00:00,13.04.2021 00:00:00,"4 years, 2 days",126316800000
679532606A,7,Variant 277,277,30.06.2016 00:00:00,30.06.2020 00:00:00,"4 years, 1 day",126230400000
