Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
741883477C,9,Variant 112,112,16.04.2018 00:00:00,27.09.2019 00:00:00,"1 year, 164 days",45705600000
7896266CD4,9,Variant 35,35,10.05.2019 00:00:00,20.10.2020 00:00:00,"1 year, 164 days",45705600000
68493305EB,7,Variant 2,2,29.12.2017 00:00:00,11.06.2019 00:00:00,"1 year, 163 days",45702000000
6911425057,10,"Variant 2,186",2186,15.12.2016 00:00:00,28.05.2018 00:00:00,"1 year, 163 days",45702000000
6955973A80,5,Variant 1,1,06.02.2017 00:00:00,20.07.2018 00:00:00,"1 year, 163 days",45702000000
69685548AC,8,Variant 346,346,27.02.2017 00:00:00,10.08.2018 00:00:00,"1 year, 163 days",45702000000
7215132348,9,Variant 12,12,30.10.2017 00:00:00,12.04.2019 00:00:00,"1 year, 163 days",45702000000
73138468A5,9,Variant 7,7,28.12.2017 00:00:00,10.06.2019 00:00:00,"1 year, 163 days",45702000000
7848532D7C,13,Variant 881,881,28.03.2019 00:00:00,07.09.2020 00:00:00,"1 year, 163 days",45702000000
814359425D,5,Variant 1,1,19.12.2019 00:00:00,31.05.2021 00:00:00,"1 year, 163 days",45702000000
850540416C,7,Variant 2,2,17.12.2020 00:00:00,30.05.2022 00:00:00,"1 year, 163 days",45702000000
6728683CDB,9,Variant 112,112,27.06.2016 00:00:00,07.12.2017 00:00:00,"1 year, 163 days",45622800000
710541886B,8,Variant 77,77,19.06.2017 00:00:00,29.11.2018 00:00:00,"1 year, 163 days",45622800000
7125822E53,7,"Variant 1,084",1084,30.06.2017 00:00:00,10.12.2018 00:00:00,"1 year, 163 days",45622800000
7137053274,6,Variant 6,6,21.07.2017 00:00:00,31.12.2018 00:00:00,"1 year, 163 days",45622800000
71370575C0,6,Variant 6,6,21.07.2017 00:00:00,31.12.2018 00:00:00,"1 year, 163 days",45622800000
7137059766,5,Variant 1,1,21.07.2017 00:00:00,31.12.2018 00:00:00,"1 year, 163 days",45622800000
713706190C,5,Variant 1,1,21.07.2017 00:00:00,31.12.2018 00:00:00,"1 year, 163 days",45622800000
723840371D,5,Variant 1,1,13.10.2017 00:00:00,25.03.2019 00:00:00,"1 year, 163 days",45622800000
7484308657,5,Variant 3,3,08.06.2018 00:00:00,18.11.2019 00:00:00,"1 year, 163 days",45622800000
7570887D95,11,Variant 933,933,02.10.2018 00:00:00,13.03.2020 00:00:00,"1 year, 163 days",45622800000
75913471B9,11,"Variant 4,298",4298,21.08.2018 00:00:00,31.01.2020 00:00:00,"1 year, 163 days",45622800000
7648699217,11,Variant 98,98,16.10.2018 00:00:00,27.03.2020 00:00:00,"1 year, 163 days",45622800000
7688503164,8,Variant 43,43,02.10.2018 00:00:00,13.03.2020 00:00:00,"1 year, 163 days",45622800000
7931554D68,14,"Variant 5,346",5346,28.06.2019 00:00:00,07.12.2020 00:00:00,"1 year, 163 days",45622800000
8002727B3A,5,Variant 1,1,17.09.2019 00:00:00,26.02.2021 00:00:00,"1 year, 163 days",45622800000
801254407C,8,"Variant 5,582",5582,13.08.2019 00:00:00,22.01.2021 00:00:00,"1 year, 163 days",45622800000
8033386FD4,9,"Variant 5,667",5667,13.09.2019 00:00:00,22.02.2021 00:00:00,"1 year, 163 days",45622800000
8333942A7E,9,Variant 31,31,16.06.2020 00:00:00,26.11.2021 00:00:00,"1 year, 163 days",45622800000
7051531377,11,Variant 533,533,26.04.2017 00:00:00,06.10.2018 00:00:00,"1 year, 163 days",45619200000
7436039D7E,7,Variant 2,2,03.04.2018 00:00:00,13.09.2019 00:00:00,"1 year, 163 days",45619200000
65881991CE,13,"Variant 1,338",1338,16.02.2016 00:00:00,28.07.2017 00:00:00,"1 year, 162 days",45615600000
6829822369,14,"Variant 1,957",1957,28.11.2016 00:00:00,10.05.2018 00:00:00,"1 year, 162 days",45615600000
6874325871,5,Variant 1,1,21.11.2016 00:00:00,03.05.2018 00:00:00,"1 year, 162 days",45615600000
68971815D0,11,"Variant 2,140",2140,19.12.2016 00:00:00,31.05.2018 00:00:00,"1 year, 162 days",45615600000
69337328A6,10,Variant 75,75,30.12.2016 00:00:00,11.06.2018 00:00:00,"1 year, 162 days",45615600000
6940194D41,5,Variant 3,3,30.01.2017 00:00:00,12.07.2018 00:00:00,"1 year, 162 days",45615600000
6947885813,6,Variant 6,6,18.01.2017 00:00:00,30.06.2018 00:00:00,"1 year, 162 days",45615600000
7226598951,7,Variant 5,5,14.11.2017 00:00:00,26.04.2019 00:00:00,"1 year, 162 days",45615600000
7265819783,9,Variant 790,790,21.11.2017 00:00:00,03.05.2019 00:00:00,"1 year, 162 days",45615600000
732267810D,5,Variant 3,3,19.12.2017 00:00:00,31.05.2019 00:00:00,"1 year, 162 days",45615600000
7392743C81,6,Variant 4,4,29.12.2017 00:00:00,10.06.2019 00:00:00,"1 year, 162 days",45615600000
7423207035,13,"Variant 3,765",3765,21.03.2018 00:00:00,31.08.2019 00:00:00,"1 year, 162 days",45615600000
7796163D38,5,Variant 1,1,06.03.2019 00:00:00,15.08.2020 00:00:00,"1 year, 162 days",45615600000
80747094A9,7,Variant 2,2,04.11.2019 00:00:00,15.04.2021 00:00:00,"1 year, 162 days",45615600000
8143553088,7,Variant 5,5,19.12.2019 00:00:00,30.05.2021 00:00:00,"1 year, 162 days",45615600000
8156538C14,5,Variant 1,1,23.12.2019 00:00:00,03.06.2021 00:00:00,"1 year, 162 days",45615600000
844730047B,8,Variant 40,40,03.11.2020 00:00:00,15.04.2022 00:00:00,"1 year, 162 days",45615600000
8475038E97,10,Variant 111,111,30.10.2020 00:00:00,11.04.2022 00:00:00,"1 year, 162 days",45615600000
8529108A92,9,Variant 31,31,01.12.2020 00:00:00,13.05.2022 00:00:00,"1 year, 162 days",45615600000
68104408DF,10,Variant 922,922,27.09.2016 00:00:00,08.03.2018 00:00:00,"1 year, 162 days",45536400000
7081107A58,10,"Variant 2,600",2600,22.05.2017 00:00:00,31.10.2018 00:00:00,"1 year, 162 days",45536400000
7081120514,9,"Variant 2,601",2601,22.05.2017 00:00:00,31.10.2018 00:00:00,"1 year, 162 days",45536400000
7081125933,8,"Variant 2,602",2602,22.05.2017 00:00:00,31.10.2018 00:00:00,"1 year, 162 days",45536400000
7081146A87,8,"Variant 2,603",2603,22.05.2017 00:00:00,31.10.2018 00:00:00,"1 year, 162 days",45536400000
7123456DD7,10,Variant 523,523,18.09.2017 00:00:00,27.02.2019 00:00:00,"1 year, 162 days",45536400000
71387857BD,5,Variant 1,1,28.06.2016 00:00:00,07.12.2017 00:00:00,"1 year, 162 days",45536400000
74633653A2,8,Variant 147,147,06.06.2018 00:00:00,15.11.2019 00:00:00,"1 year, 162 days",45536400000
746938075D,5,Variant 1,1,22.05.2018 00:00:00,31.10.2019 00:00:00,"1 year, 162 days",45536400000
7624107C1E,8,Variant 32,32,19.09.2018 00:00:00,28.02.2020 00:00:00,"1 year, 162 days",45536400000
78757423E6,5,Variant 1,1,12.09.2018 00:00:00,21.02.2020 00:00:00,"1 year, 162 days",45536400000
7886080715,5,Variant 1,1,15.07.2019 00:00:00,23.12.2020 00:00:00,"1 year, 162 days",45536400000
8059897569,7,Variant 10,10,16.10.2019 00:00:00,26.03.2021 00:00:00,"1 year, 162 days",45536400000
82738125A7,10,Variant 133,133,15.04.2020 00:00:00,24.09.2021 00:00:00,"1 year, 162 days",45532800000
6946907103,5,Variant 1,1,17.01.2017 00:00:00,28.06.2018 00:00:00,"1 year, 161 days",45529200000
69509601A7,5,Variant 1,1,19.01.2017 00:00:00,30.06.2018 00:00:00,"1 year, 161 days",45529200000
6950978082,5,Variant 1,1,19.01.2017 00:00:00,30.06.2018 00:00:00,"1 year, 161 days",45529200000
6951008941,6,Variant 19,19,19.01.2017 00:00:00,30.06.2018 00:00:00,"1 year, 161 days",45529200000
6964152807,5,Variant 3,3,01.02.2017 00:00:00,13.07.2018 00:00:00,"1 year, 161 days",45529200000
7323997186,7,Variant 2,2,06.02.2018 00:00:00,18.07.2019 00:00:00,"1 year, 161 days",45529200000
7669646818,11,"Variant 4,569",4569,27.12.2018 00:00:00,06.06.2020 00:00:00,"1 year, 161 days",45529200000
7707396861,8,Variant 161,161,06.02.2019 00:00:00,17.07.2020 00:00:00,"1 year, 161 days",45529200000
7738975433,6,Variant 4,4,18.12.2018 00:00:00,28.05.2020 00:00:00,"1 year, 161 days",45529200000
7835185733,10,"Variant 1,056",1056,22.03.2019 00:00:00,30.08.2020 00:00:00,"1 year, 161 days",45529200000
8130052B24,6,Variant 4,4,11.02.2020 00:00:00,22.07.2021 00:00:00,"1 year, 161 days",45529200000
8542685EA9,7,Variant 2,2,14.12.2020 00:00:00,25.05.2022 00:00:00,"1 year, 161 days",45529200000
8637922EB8,5,Variant 1,1,03.03.2021 00:00:00,12.08.2022 00:00:00,"1 year, 161 days",45529200000
67556792AC,5,Variant 1,1,21.07.2016 00:00:00,29.12.2017 00:00:00,"1 year, 161 days",45450000000
7105400990,8,Variant 77,77,19.06.2017 00:00:00,27.11.2018 00:00:00,"1 year, 161 days",45450000000
7503625B3A,7,"Variant 1,055",1055,19.06.2018 00:00:00,27.11.2019 00:00:00,"1 year, 161 days",45450000000
75112943E5,5,Variant 1,1,22.08.2018 00:00:00,30.01.2020 00:00:00,"1 year, 161 days",45450000000
75239407B3,23,"Variant 4,060",4060,22.06.2018 00:00:00,30.11.2019 00:00:00,"1 year, 161 days",45450000000
7523947D78,23,"Variant 4,061",4061,22.06.2018 00:00:00,30.11.2019 00:00:00,"1 year, 161 days",45450000000
7552372E85,7,Variant 308,308,19.09.2018 00:00:00,27.02.2020 00:00:00,"1 year, 161 days",45450000000
7591773145,7,Variant 5,5,26.09.2018 00:00:00,05.03.2020 00:00:00,"1 year, 161 days",45450000000
7837865ACD,9,Variant 31,31,12.06.2019 00:00:00,19.11.2020 00:00:00,"1 year, 161 days",45450000000
791357048D,6,Variant 6,6,21.05.2019 00:00:00,28.10.2020 00:00:00,"1 year, 161 days",45450000000
79432880A0,12,Variant 434,434,26.06.2019 00:00:00,03.12.2020 00:00:00,"1 year, 161 days",45450000000
7943657122,6,Variant 4,4,20.06.2019 00:00:00,27.11.2020 00:00:00,"1 year, 161 days",45450000000
845748161B,6,Variant 6,6,13.10.2020 00:00:00,23.03.2022 00:00:00,"1 year, 161 days",45450000000
8837699BEB,6,Variant 4,4,23.07.2021 00:00:00,31.12.2022 00:00:00,"1 year, 161 days",45450000000
6828073018,5,Variant 1,1,21.10.2016 00:00:00,31.03.2018 00:00:00,"1 year, 161 days",45446400000
683861077E,5,Variant 1,1,20.10.2016 00:00:00,30.03.2018 00:00:00,"1 year, 161 days",45446400000
7019861C8B,7,Variant 2,2,20.04.2017 00:00:00,28.09.2018 00:00:00,"1 year, 161 days",45446400000
7389021D03,10,"Variant 3,670",3670,03.05.2018 00:00:00,11.10.2019 00:00:00,"1 year, 161 days",45446400000
7455528057,7,Variant 2,2,07.05.2018 00:00:00,15.10.2019 00:00:00,"1 year, 161 days",45446400000
79000954A1,5,Variant 1,1,13.05.2019 00:00:00,20.10.2020 00:00:00,"1 year, 161 days",45446400000
803618232D,10,"Variant 5,679",5679,24.04.2019 00:00:00,01.10.2020 00:00:00,"1 year, 161 days",45446400000
58298819FC,5,Variant 1,1,20.11.2017 00:00:00,30.04.2019 00:00:00,"1 year, 160 days",45442800000
6561609B08,8,Variant 134,134,22.01.2016 00:00:00,01.07.2017 00:00:00,"1 year, 160 days",45442800000
6849375B0C,7,Variant 2,2,28.12.2017 00:00:00,07.06.2019 00:00:00,"1 year, 160 days",45442800000
6860378305,13,"Variant 2,040",2040,16.12.2016 00:00:00,26.05.2018 00:00:00,"1 year, 160 days",45442800000
70256104C7,11,"Variant 2,439",2439,24.03.2017 00:00:00,01.09.2018 00:00:00,"1 year, 160 days",45442800000
726971241F,5,Variant 1,1,24.11.2017 00:00:00,04.05.2019 00:00:00,"1 year, 160 days",45442800000
7299469061,25,"Variant 3,320",3320,30.11.2017 00:00:00,10.05.2019 00:00:00,"1 year, 160 days",45442800000
7304465B32,11,"Variant 3,339",3339,30.11.2017 00:00:00,10.05.2019 00:00:00,"1 year, 160 days",45442800000
7748559929,8,Variant 8,8,27.12.2018 00:00:00,05.06.2020 00:00:00,"1 year, 160 days",45442800000
804686965D,9,"Variant 5,709",5709,31.10.2019 00:00:00,09.04.2021 00:00:00,"1 year, 160 days",45442800000
8207226127,9,Variant 216,216,26.03.2019 00:00:00,02.09.2020 00:00:00,"1 year, 160 days",45442800000
8545250361,8,Variant 692,692,20.01.2021 00:00:00,30.06.2022 00:00:00,"1 year, 160 days",45442800000
6722393631,15,"Variant 1,658",1658,15.06.2016 00:00:00,22.11.2017 00:00:00,"1 year, 160 days",45363600000
67522737F2,9,"Variant 1,145",1145,23.09.2016 00:00:00,02.03.2018 00:00:00,"1 year, 160 days",45363600000
6756354FAF,12,"Variant 1,731",1731,08.07.2016 00:00:00,15.12.2017 00:00:00,"1 year, 160 days",45363600000
67645077C3,16,"Variant 1,756",1756,15.09.2016 00:00:00,22.02.2018 00:00:00,"1 year, 160 days",45363600000
7468861B11,6,Variant 4,4,24.05.2018 00:00:00,31.10.2019 00:00:00,"1 year, 160 days",45363600000
7543858C8C,14,"Variant 4,113",4113,25.06.2018 00:00:00,02.12.2019 00:00:00,"1 year, 160 days",45363600000
757789224E,7,Variant 37,37,23.07.2018 00:00:00,30.12.2019 00:00:00,"1 year, 160 days",45363600000
76140912AA,8,Variant 8,8,13.09.2018 00:00:00,20.02.2020 00:00:00,"1 year, 160 days",45363600000
7918556720,12,"Variant 5,305",5305,31.05.2019 00:00:00,06.11.2020 00:00:00,"1 year, 160 days",45363600000
791882444A,5,Variant 1,1,04.06.2019 00:00:00,10.11.2020 00:00:00,"1 year, 160 days",45363600000
7975628070,7,Variant 10,10,24.07.2019 00:00:00,30.12.2020 00:00:00,"1 year, 160 days",45363600000
7977249A1E,5,Variant 26,26,17.07.2019 00:00:00,23.12.2020 00:00:00,"1 year, 160 days",45363600000
8041303528,15,"Variant 5,693",5693,27.09.2019 00:00:00,05.03.2021 00:00:00,"1 year, 160 days",45363600000
8374791828,7,"Variant 6,219",6219,24.07.2020 00:00:00,31.12.2021 00:00:00,"1 year, 160 days",45363600000
8396570CC0,9,Variant 29,29,23.07.2020 00:00:00,30.12.2021 00:00:00,"1 year, 160 days",45363600000
882409518E,10,"Variant 6,531",6531,13.08.2021 00:00:00,20.01.2023 00:00:00,"1 year, 160 days",45363600000
8825115B46,11,"Variant 6,533",6533,08.07.2021 00:00:00,15.12.2022 00:00:00,"1 year, 160 days",45363600000
8866638525,7,Variant 88,88,09.08.2021 00:00:00,16.01.2023 00:00:00,"1 year, 160 days",45363600000
8878977B9A,9,Variant 319,319,24.08.2021 00:00:00,31.01.2023 00:00:00,"1 year, 160 days",45363600000
7037439660,7,Variant 21,21,04.04.2017 00:00:00,11.09.2018 00:00:00,"1 year, 160 days",45360000000
7043535CF2,8,Variant 8,8,03.05.2017 00:00:00,10.10.2018 00:00:00,"1 year, 160 days",45360000000
7431697E5C,9,Variant 768,768,06.04.2018 00:00:00,13.09.2019 00:00:00,"1 year, 160 days",45360000000
7813528747,5,Variant 1,1,09.04.2019 00:00:00,15.09.2020 00:00:00,"1 year, 160 days",45360000000
8080896655,11,Variant 240,240,25.10.2019 00:00:00,02.04.2021 00:00:00,"1 year, 160 days",45360000000
8258347B86,5,Variant 1,1,01.04.2020 00:00:00,08.09.2021 00:00:00,"1 year, 160 days",45360000000
68539022DB,10,Variant 111,111,21.11.2016 00:00:00,30.04.2018 00:00:00,"1 year, 159 days",45356400000
6970291219,5,Variant 3,3,06.02.2017 00:00:00,16.07.2018 00:00:00,"1 year, 159 days",45356400000
7247254F2E,5,Variant 1,1,21.11.2017 00:00:00,30.04.2019 00:00:00,"1 year, 159 days",45356400000
7281447825,5,Variant 1,1,11.12.2017 00:00:00,20.05.2019 00:00:00,"1 year, 159 days",45356400000
7343287023,8,Variant 36,36,12.02.2018 00:00:00,22.07.2019 00:00:00,"1 year, 159 days",45356400000
7717122289,10,Variant 616,616,14.12.2018 00:00:00,22.05.2020 00:00:00,"1 year, 159 days",45356400000
7790372259,7,Variant 37,37,22.02.2019 00:00:00,31.07.2020 00:00:00,"1 year, 159 days",45356400000
779607007D,8,Variant 647,647,26.02.2019 00:00:00,04.08.2020 00:00:00,"1 year, 159 days",45356400000
8159861251,12,"Variant 5,942",5942,30.12.2019 00:00:00,07.06.2021 00:00:00,"1 year, 159 days",45356400000
679686024F,7,Variant 9,9,08.09.2016 00:00:00,14.02.2018 00:00:00,"1 year, 159 days",45277200000
7102569959,10,"Variant 1,045",1045,09.06.2017 00:00:00,15.11.2018 00:00:00,"1 year, 159 days",45277200000
71042894BE,12,"Variant 2,675",2675,09.06.2017 00:00:00,15.11.2018 00:00:00,"1 year, 159 days",45277200000
7173175345,16,"Variant 2,883",2883,04.08.2017 00:00:00,10.01.2019 00:00:00,"1 year, 159 days",45277200000
72419126D5,6,Variant 19,19,18.10.2017 00:00:00,26.03.2019 00:00:00,"1 year, 159 days",45277200000
745513298A,9,Variant 100,100,25.05.2018 00:00:00,31.10.2019 00:00:00,"1 year, 159 days",45277200000
7470939DE2,7,Variant 170,170,13.06.2018 00:00:00,19.11.2019 00:00:00,"1 year, 159 days",45277200000
7589479C30,5,Variant 1,1,08.08.2018 00:00:00,14.01.2020 00:00:00,"1 year, 159 days",45277200000
7912957AAE,10,Variant 439,439,11.06.2019 00:00:00,16.11.2020 00:00:00,"1 year, 159 days",45277200000
7989897F92,11,"Variant 5,498",5498,25.07.2019 00:00:00,30.12.2020 00:00:00,"1 year, 159 days",45277200000
8438838D68,11,"Variant 6,290",6290,15.07.2020 00:00:00,21.12.2021 00:00:00,"1 year, 159 days",45277200000
6615936B17,12,"Variant 1,392",1392,05.04.2016 00:00:00,11.09.2017 00:00:00,"1 year, 159 days",45273600000
663952662E,8,Variant 485,485,06.04.2016 00:00:00,12.09.2017 00:00:00,"1 year, 159 days",45273600000
704300251C,6,Variant 6,6,14.04.2017 00:00:00,20.09.2018 00:00:00,"1 year, 159 days",45273600000
706141827A,8,Variant 161,161,02.05.2017 00:00:00,08.10.2018 00:00:00,"1 year, 159 days",45273600000
7407270094,7,Variant 21,21,04.05.2018 00:00:00,10.10.2019 00:00:00,"1 year, 159 days",45273600000
7423473BB4,9,Variant 7,7,18.04.2018 00:00:00,24.09.2019 00:00:00,"1 year, 159 days",45273600000
7442227002,10,Variant 172,172,11.04.2018 00:00:00,17.09.2019 00:00:00,"1 year, 159 days",45273600000
8260929E41,5,Variant 1,1,24.04.2020 00:00:00,30.09.2021 00:00:00,"1 year, 159 days",45273600000
8309264D8F,5,Variant 26,26,19.05.2020 00:00:00,25.10.2021 00:00:00,"1 year, 159 days",45273600000
869770011A,6,Variant 44,44,21.04.2021 00:00:00,27.09.2022 00:00:00,"1 year, 159 days",45273600000
6924589F99,10,Variant 27,27,28.12.2016 00:00:00,05.06.2018 00:00:00,"1 year, 158 days",45270000000
6956598E43,8,Variant 8,8,03.03.2017 00:00:00,09.08.2018 00:00:00,"1 year, 158 days",45270000000
7275759244,21,"Variant 3,227",3227,01.12.2017 00:00:00,09.05.2019 00:00:00,"1 year, 158 days",45270000000
777179936C,10,Variant 510,510,12.02.2019 00:00:00,20.07.2020 00:00:00,"1 year, 158 days",45270000000
815060298A,5,Variant 1,1,24.12.2019 00:00:00,31.05.2021 00:00:00,"1 year, 158 days",45270000000
914304141E,10,"Variant 6,637",6637,16.03.2022 00:00:00,22.08.2023 00:00:00,"1 year, 158 days",45270000000
67286100A1,11,Variant 393,393,23.06.2016 00:00:00,28.11.2017 00:00:00,"1 year, 158 days",45190800000
7115234CD5,6,Variant 34,34,05.07.2017 00:00:00,10.12.2018 00:00:00,"1 year, 158 days",45190800000
7159732DBE,7,Variant 107,107,07.09.2017 00:00:00,12.02.2019 00:00:00,"1 year, 158 days",45190800000
7441662DBD,6,Variant 14,14,22.06.2018 00:00:00,27.11.2019 00:00:00,"1 year, 158 days",45190800000
7569388893,5,Variant 1,1,26.07.2018 00:00:00,31.12.2019 00:00:00,"1 year, 158 days",45190800000
76245276B8,5,Variant 1,1,19.09.2018 00:00:00,24.02.2020 00:00:00,"1 year, 158 days",45190800000
76576848BD,9,Variant 7,7,17.10.2018 00:00:00,23.03.2020 00:00:00,"1 year, 158 days",45190800000
803375505B,5,Variant 1,1,29.08.2019 00:00:00,02.02.2021 00:00:00,"1 year, 158 days",45190800000
83110417FE,7,Variant 484,484,18.06.2020 00:00:00,23.11.2021 00:00:00,"1 year, 158 days",45190800000
8780984939,7,Variant 11,11,07.06.2021 00:00:00,12.11.2022 00:00:00,"1 year, 158 days",45190800000
8806417534,8,Variant 840,840,09.07.2021 00:00:00,14.12.2022 00:00:00,"1 year, 158 days",45190800000
665530429A,9,Variant 12,12,08.04.2016 00:00:00,13.09.2017 00:00:00,"1 year, 158 days",45187200000
8754813C3A,13,"Variant 6,497",6497,14.05.2021 00:00:00,19.10.2022 00:00:00,"1 year, 158 days",45187200000
6932804AD6,7,Variant 2,2,29.12.2016 00:00:00,05.06.2018 00:00:00,"1 year, 157 days",45183600000
695391368A,5,Variant 1,1,23.01.2017 00:00:00,30.06.2018 00:00:00,"1 year, 157 days",45183600000
6953931565,5,Variant 1,1,23.01.2017 00:00:00,30.06.2018 00:00:00,"1 year, 157 days",45183600000
6953955932,7,Variant 21,21,23.01.2017 00:00:00,30.06.2018 00:00:00,"1 year, 157 days",45183600000
72718876FC,9,Variant 529,529,23.11.2017 00:00:00,30.04.2019 00:00:00,"1 year, 157 days",45183600000
777137230D,13,"Variant 4,956",4956,06.02.2019 00:00:00,13.07.2020 00:00:00,"1 year, 157 days",45183600000
8089298BE0,11,"Variant 5,806",5806,06.11.2019 00:00:00,12.04.2021 00:00:00,"1 year, 157 days",45183600000
706491691C,9,Variant 12,12,05.06.2017 00:00:00,09.11.2018 00:00:00,"1 year, 157 days",45104400000
71186797BE,8,Variant 16,16,30.06.2017 00:00:00,04.12.2018 00:00:00,"1 year, 157 days",45104400000
7145714DB9,8,Variant 158,158,17.07.2017 00:00:00,21.12.2018 00:00:00,"1 year, 157 days",45104400000
7174019BC0,7,"Variant 1,144",1144,07.08.2017 00:00:00,11.01.2019 00:00:00,"1 year, 157 days",45104400000
7558730D4F,10,"Variant 4,177",4177,24.09.2018 00:00:00,28.02.2020 00:00:00,"1 year, 157 days",45104400000
7570773F81,7,Variant 10,10,19.07.2018 00:00:00,23.12.2019 00:00:00,"1 year, 157 days",45104400000
7635458345,13,"Variant 4,443",4443,12.10.2018 00:00:00,17.03.2020 00:00:00,"1 year, 157 days",45104400000
7699916BAF,10,Variant 979,979,02.08.2018 00:00:00,06.01.2020 00:00:00,"1 year, 157 days",45104400000
8015808604,11,Variant 22,22,02.09.2019 00:00:00,05.02.2021 00:00:00,"1 year, 157 days",45104400000
84363697EE,5,Variant 1,1,21.10.2020 00:00:00,27.03.2022 00:00:00,"1 year, 157 days",45104400000
8478616742,5,Variant 1,1,21.10.2020 00:00:00,27.03.2022 00:00:00,"1 year, 157 days",45104400000
8478846510,5,Variant 1,1,21.10.2020 00:00:00,27.03.2022 00:00:00,"1 year, 157 days",45104400000
6539783FA4,7,Variant 195,195,18.04.2016 00:00:00,22.09.2017 00:00:00,"1 year, 157 days",45100800000
697700028A,7,Variant 2,2,27.03.2017 00:00:00,31.08.2018 00:00:00,"1 year, 157 days",45100800000
77772673C2,7,Variant 2,2,18.04.2019 00:00:00,21.09.2020 00:00:00,"1 year, 157 days",45100800000
68620620B4,6,Variant 23,23,11.11.2016 00:00:00,17.04.2018 00:00:00,"1 year, 156 days",45097200000
7329844A9C,5,Variant 1,1,21.12.2017 00:00:00,27.05.2019 00:00:00,"1 year, 156 days",45097200000
74026403C7,16,"Variant 3,710",3710,01.03.2018 00:00:00,05.08.2019 00:00:00,"1 year, 156 days",45097200000
7750459917,8,Variant 384,384,28.12.2018 00:00:00,02.06.2020 00:00:00,"1 year, 156 days",45097200000
7774718C3F,19,"Variant 4,961",4961,08.03.2019 00:00:00,11.08.2020 00:00:00,"1 year, 156 days",45097200000
854651681C,11,Variant 477,477,11.01.2021 00:00:00,17.06.2022 00:00:00,"1 year, 156 days",45097200000
8613889612,7,Variant 10,10,25.02.2021 00:00:00,01.08.2022 00:00:00,"1 year, 156 days",45097200000
6753227B35,10,"Variant 1,722",1722,15.07.2016 00:00:00,18.12.2017 00:00:00,"1 year, 156 days",45018000000
679703745F,12,"Variant 1,865",1865,08.09.2016 00:00:00,11.02.2018 00:00:00,"1 year, 156 days",45018000000
7100653C36,9,Variant 613,613,08.06.2017 00:00:00,11.11.2018 00:00:00,"1 year, 156 days",45018000000
7176389F88,11,Variant 711,711,24.10.2017 00:00:00,29.03.2019 00:00:00,"1 year, 156 days",45018000000
750579277F,7,Variant 11,11,01.06.2018 00:00:00,04.11.2019 00:00:00,"1 year, 156 days",45018000000
75463862BB,17,"Variant 4,127",4127,26.06.2018 00:00:00,29.11.2019 00:00:00,"1 year, 156 days",45018000000
754731515E,16,"Variant 4,132",4132,17.07.2018 00:00:00,20.12.2019 00:00:00,"1 year, 156 days",45018000000
7552815C19,9,Variant 363,363,02.07.2018 00:00:00,05.12.2019 00:00:00,"1 year, 156 days",45018000000
7615401BB3,7,Variant 2,2,26.09.2018 00:00:00,29.02.2020 00:00:00,"1 year, 156 days",45018000000
7924936811,12,"Variant 5,323",5323,31.05.2019 00:00:00,02.11.2020 00:00:00,"1 year, 156 days",45018000000
8011065BF6,7,Variant 115,115,23.08.2019 00:00:00,25.01.2021 00:00:00,"1 year, 156 days",45018000000
8036292DF0,10,Variant 194,194,15.10.2019 00:00:00,19.03.2021 00:00:00,"1 year, 156 days",45018000000
8465805B48,7,Variant 5,5,09.10.2020 00:00:00,14.03.2022 00:00:00,"1 year, 156 days",45018000000
6653725B8F,5,Variant 1,1,18.04.2016 00:00:00,21.09.2017 00:00:00,"1 year, 156 days",45014400000
74526655B6,8,Variant 59,59,16.04.2018 00:00:00,19.09.2019 00:00:00,"1 year, 156 days",45014400000
745879692B,6,Variant 14,14,27.04.2018 00:00:00,30.09.2019 00:00:00,"1 year, 156 days",45014400000
74689715D9,5,Variant 1,1,07.05.2018 00:00:00,10.10.2019 00:00:00,"1 year, 156 days",45014400000
7805625D82,5,Variant 1,1,02.04.2019 00:00:00,04.09.2020 00:00:00,"1 year, 156 days",45014400000
7819195BD4,11,Variant 22,22,05.04.2019 00:00:00,07.09.2020 00:00:00,"1 year, 156 days",45014400000
6790520260,5,Variant 1,1,02.12.2016 00:00:00,07.05.2018 00:00:00,"1 year, 155 days",45010800000
6841661D40,9,Variant 167,167,07.11.2016 00:00:00,12.04.2018 00:00:00,"1 year, 155 days",45010800000
773401898C,9,"Variant 4,831",4831,21.12.2018 00:00:00,25.05.2020 00:00:00,"1 year, 155 days",45010800000
7751269587,21,"Variant 4,900",4900,28.12.2018 00:00:00,01.06.2020 00:00:00,"1 year, 155 days",45010800000
77971614CE,5,Variant 3,3,18.02.2019 00:00:00,23.07.2020 00:00:00,"1 year, 155 days",45010800000
7960579D98,12,Variant 794,794,12.03.2019 00:00:00,14.08.2020 00:00:00,"1 year, 155 days",45010800000
8529217487,8,"Variant 6,376",6376,21.12.2020 00:00:00,26.05.2022 00:00:00,"1 year, 155 days",45010800000
8540668E2E,8,Variant 43,43,01.12.2020 00:00:00,06.05.2022 00:00:00,"1 year, 155 days",45010800000
719735660F,11,Variant 261,261,11.10.2017 00:00:00,15.03.2019 00:00:00,"1 year, 155 days",44931600000
